# 外国人名の削除リスト (フルネーム)
#
# scripts/find_foreign_names.py が生成する。手で編集せず、誤判定は
# dict/foreign-names/allow.csv (残す) と deny.csv (消す) に書いて再生成する。
# 規則の版: 1 / Unihan: 18.0.0
# 入力: ipadic.csv, ipadic-neologd.csv, ipadic-neologd-sudachi.csv
# 件数: 9078 (full-name 9078)
劉昶,リュウチョウ,"名詞,固有名詞,人名,一般"
劉晏,リュウアン,"名詞,固有名詞,人名,一般"
劉晟,リュウセイ,"名詞,固有名詞,人名,一般"
劉景素,リュウケイソ,"名詞,固有名詞,人名,一般"
劉智,リュウチ,"名詞,固有名詞,人名,一般"
劉智哲,ユジチョル,"名詞,固有名詞,人名,一般"
劉智容,リュウチヨウ,"名詞,固有名詞,人名,一般"
劉智明,リュウチメイ,"名詞,固有名詞,人名,一般"
劉暁君,リュウギョウクン,"名詞,固有名詞,人名,一般"
劉暁慶,リュウシャオチン,"名詞,固有名詞,人名,一般"
劉暁江,リュウギョウコウ,"名詞,固有名詞,人名,一般"
劉暁波,リュウギョウハ,"名詞,固有名詞,人名,一般"
劉暢,リュウチョウ,"名詞,固有名詞,人名,一般"
劉曄,リュウヨウ,"名詞,固有名詞,人名,一般"
劉曜,リュウヨウ,"名詞,固有名詞,人名,一般"
劉曼卿,リュウマンケイ,"名詞,固有名詞,人名,一般"
劉月麗,リュウゲツレイ,"名詞,固有名詞,人名,一般"
劉望,リュウボウ,"名詞,固有名詞,人名,一般"
劉朱震,リュウシュシン,"名詞,固有名詞,人名,一般"
劉東勲,ユドンフン,"名詞,固有名詞,人名,一般"
劉林,リュウリン,"名詞,固有名詞,人名,一般"
劉柏年,リュウハクネン,"名詞,固有名詞,人名,一般"
劉柏根,リュウハクコン,"名詞,固有名詞,人名,一般"
劉栄,リュウエイ,"名詞,固有名詞,人名,一般"
